AD-SaUDA	Universitat_d'Andorra
DE-MUS-983019	Klostermuseum_Ochsenhausen
DE-MUS-983717	Archäologisches_Landesmuseum_Brandenburg_im_Paulikloster
DE-MUS-984012	Gedenkstätte_Synagoge_Baisingen
DE-MUS-984616	Alte_Schmiede
DE-MUS-987615	Karnevalsmuseum
DE-MUS-988618	Museum_Küppersmühle_für_Moderne_Kunst
DE-MUS-989913	Ortsgeschichtliches_Museum_Inden
DE-MUS-991619	Mikwe
DE-MUS-991713	Skulpturenpark_Köln
DE-MUS-992112	Brückenhofmuseum
DE-MUS-995215	Manuelskotten
DE-MUS-996114	Stadtgalerie
DE-MUS-997617	Gedenkstätte_Ehrenhain_Zeithain
DE-MUS-997711	Gedenkstätte_Pirna-Sonnenstein
DE-Pir8	Stadtbibliothek_Pirna
DE-Rot2	Diözesanbibliothek_Rottenburg
DE-Rt5	Ekz.bibliotheksservice
DE-Rt5	ekz.bibliotheksservice_GmbH
DE-San6	Spengler-Museum
DE-Sp2	Bibliothek_des_Bischöflichen_Priesterseminars_St._German
DE-Sp2	Diözesanbibliothek_Speyer
DE-Srb2	Literaturarchiv_Sulzbach-Rosenberg
DE-Ste3	Stadtbibliothek_Stendal
DE-Tr9	Stadtbibliothek_Trier
DE-Tr9	Vorlage:Infobox_Bibliothek/Doku
DE-Va1	Universitätsbibliothek_Vechta
DE-Wi27	DiViBib_GmbH
DE-Wim2	Universitätsbibliothek_Weimar
DE-Wit1	Verein_für_Orts-_und_Heimatkunde_in_der_Grafschaft_Mark
DE-Wit2	Stadtarchiv_Witten
DE-Wup3	Stadtarchiv_Wuppertal
DE-X1	Stiftsbibliothek_Xanten
DE-Zwi17	Robert-Schumann-Haus_Zwickau
EG-AlBA	Bibliotheca_Alexandrina
EG-CaNU	Nile_University
ES-BaABL	Reial_Acadèmia_de_Bones_Lletres_de_Barcelona
ES-BaBAB	Ateneu_Barcelonès
ES-BaIEC	Institut_d'Estudis_Catalans
ES-BaMM	Museu_Marítim_de_Barcelona
ES-BaUAB	Universitat_Autònoma_de_Barcelona
ES-BaUB	Universitat_de_Barcelona
ES-BaUPC	Universitat_Politècnica_de_Catalunya
ES-BaUPF	Universitat_Pompeu_Fabra
ES-BlULI	Universitat_de_les_Illes_Balears
ES-GrU	Universidad_de_Granada
ES-SlU	Universidad_de_Salamanca
FrFIEA	Institut_européen_d'administration_des_affaires
FrLemU	Université_du_Maine
FrLy	Bibliothèque_Municipale_de_Lyon
FrPBN	Bibliothèque_nationale
FrPCF	Collège_de_France
FrPCNC	Centre_national_de_la_cinématographie
FrPHN	Muséum_national_d'histoire_naturelle
FrPIEA	International_Energy_Agency
FrPISP	International_School_of_Paris
FrPUPM	Université_Pierre_et_Marie_Curie
GtGtUSC	Universidad_de_San_Carlos_de_Guatemala
GY-GeU	University_of_Guyana
HuBpCEU	Central_European_University
HuBpMOL	Magyar_Országos_Levéltár
HuPeTE	Pécsi_Tudományegyetem
IE-DuCBL	Chester_Beatty_Library
IeDuNL	National_Library_of_Ireland
IE-DuUC	University_College_Dublin
IE-LiU	University_of_Limerick
IE-TaIT	Institute_of_Technology
IL-JeEL	Ex_Libris
IN-AhIIM	Indian_Institute_of_Management
IsRW	Weizmann_Institute_of_Science
ItFlIMS	Istituto_e_Museo_di_Storia_della_Scienza
IT-MiUS	Università_degli_Studi_di_Milano
IT-NaSZA	Stazione_Zoologica_Anton_Dohrn
IT-PA0188	Biblioteca_Liciniana
ItRAAR	American_Academy_in_Rome
IT-RoBS	British_School_at_Rome
IT-RoJCU	John_Cabot_University
IT-RoNDC	NATO_Defense_College
JFuU	Fukui_Daigaku
JOU	Osaka_Daigaku
KR-SlU	Korea_University
KR-YsKHU	Kyung_Hee_University
LeBAU	American_University_of_Beirut
MX-CoU	Universidad_de_Colima
MX-GjU	Universidad_de_Guanajuato
MX-GuU	Universidad_de_Guadalajara
MX-HeUS	Universidad_de_Sonora
MX-MoT	Instituto_Tecnológico_y_de_Estudios_Superiores_de_Monterrey
MX-MxCN	Cineteca_Nacional
MX-MxITA	Instituto_Tecnológico_Autónomo_de_México
MX-MxUI	Universidad_Iberoamericana
MX-PuBUA	Benemérita_Universidad_Autónoma_de_Puebla
MX-ZcUA	Universidad_Autónoma_de_Zacatecas
MY-CyMMU	Multimedia_University
MY-KkUS	Universiti_Malaysia_Sabah
MY-KlNDU	National_Defence_University_of_Malaysia
MY-KuUP	Universiti_Malaysia_Pahang
MyMiUSM	Universiti_Sains_Malaysia
MY-SiUU	Universiti_Utara_Malaysia
NG-LaEMD	EMD
NL-AmISG	International_Institute_of_Social_History
NL-AmKIT	Koninklijk_Instituut_voor_de_Tropen
NL-AmNF	Nederlands_Filmmuseum
NL-AmRIJ	Rijksmuseum
NL-DeTU	Technische_Universiteit_Delft
NL-EhTU	Technische_Universiteit_Eindhoven
NL-HaKB	Koninklijke_Bibliotheek
NL-HaNA	Nationaal_Archief
NL-LeU	Universiteitsbibliotheek_Leiden
NlNoSPC	Secretariat_of_the_Pacific_Community
NoBeU	Universitetet_i_Bergen
NoOU	Universitetet_i_Oslo
NrIbU	University_of_Ibadan
NzAU	University_of_Auckland
Nz	National_Library_of_New_Zealand
OCLC-UTO	Robarts_Library
PhMaAMU	Ateneo_de_Manila_University
PhQcU	University_of_the_Philippines
PlWaBN	Biblioteka_Narodowa
PlWaU	Uniwersytet_Warszawski
PT-PoBMA	Biblioteca_Municipal_Almeida_Garrett
SaBvUWC	University_of_the_Western_Cape
SaPrCSIR	Council_for_Scientific_and_Industrial_Research
SaPrUP	University_of_Pretoria
SaPrUSA	University_of_South_Africa
SaRbUCT	University_of_Cape_Town
SaStU	University_of_Stellenbosch
SaWiU	University_of_the_Witwatersrand
SiSiNU	National_University_of_Singapore
SL-KwU	University_of_Swaziland
SpMaUC	Universidad_Complutense_de_Madrid
SpSeAG	Archivo_General_de_Indias
SpSiAG	Archivo_General_de_Simancas
SwMaWMU	World_Maritime_University
SwSKB	Kungliga_Biblioteket
SzBaM	Museum_für_Völkerkunde_und_Schweizerisches_Museum_für_Volkskunde
SzBaU	Universität_Basel
SZ-ChBGR	Kantonsbibliothek_Graubünden
SzGeCERN	CERN
SZ-GeWHO	World_Health_Organization
SzGeWIPO	World_Intellectual_Property_Organization
SzLaMD	International_Institute_for_Management_Development
Sz	Schweizerische_Nationalbibliothek
SzZuETH	Eidgenössische_Technische_Hochschule_Zürich
SzZuIDS	Informationsverbund_Deutschschweiz
SzZuZB	Zentralbibliothek_Zürich
TH-NoSTO	Sukhothai_Thammathirat_Open_University
TH-SpTCI	Thai-Chinese_International_School
TR-AnTIK	Türkiye_İstatistik_Kurumu
US-AAP	Auburn_University
US-AFlT	University_of_North_Alabama
US-AHAU	University_of_Alabama_in_Huntsville
US-AJacT	Jacksonville_State_University
US-AkPT	Tongass_National_Forest
US-AMobU	University_of_South_Alabama
US-AMonA	University_of_Montevallo
US-AMS	Alabama_State_University
US-ANA	Alabama_Agricultural_and_Mechanical_University
US-ArCCA	University_of_Central_Arkansas
US-ArCH	Hendrix_College
US-ArLA	Arkansas_Arts_Center
US-ArLUA	University_of_Arkansas_at_Little_Rock
US-ArPbUA	University_of_Arkansas_at_Pine_Bluff
US-ArStC	Arkansas_State_University
US-ArU-Mon	University_of_Arkansas_at_Monticello
US-ArU	University_of_Arkansas
US-ATrT	Troy_State_University
US-ATT	Tuskegee_Institute
US-AU	University_of_Alabama
US-AzFU	Northern_Arizona_University
US-AzTeS	Arizona_State_University
US-AzTK	Kitt_Peak_National_Observatory
US-AzU	University_of_Arizona
US-CaAwUCM	University_of_California,_Merced
US-CaCamCUC	California_State_University,_Channel_Islands
US-CaMtrIIS	Monterey_Institute_of_International_Studies
US-CaMvCHM	Computer_History_Museum
US-Ca-MvGOO	Google
US-CaOrlFS	Fairview_School
US-CApC	Cabrillo_College
US-CaPoiNS	Point_Reyes_National_Seashore
US-CArcHT	Humboldt_State_University
US-CaRpSSU	Sonoma_State_University
US-CaSfIA	Internet_Archive
US-CBbWD	Walt_Disney_Productions
US-CCdmS	Sherman_Library_and_Gardens
US-CChiS	California_State_University,_Chico
US-CCuH	Hughes_Aircraft_Company
US-CCupACI	Apple_Computer_Inc.
US-CDs	Deep_Springs_College
US-CFlS	California_State_University,_Fullerton
US-CFS	California_State_University,_Fresno
US-CIoP	Preston_School_of_Industry
US-CLAc	Academy_of_Motion_Picture_Arts_and_Sciences
US-CLCLH	Cedars-Sinai_Medical_Center
US-CLCMAr	Los_Angeles_County_Museum_of_Art
US-CLLoy	Loyola_Marymount_University
US-CLobS	California_State_University,_Long_Beach
US-CLS	California_State_University,_Los_Angeles
US-CLSSV	Survivors_of_the_Shoah_Visual_History_Foundation
US-CLSU	University_of_Southern_California
US-CLT	Los_Angeles_Times
US-CMalG	J._Paul_Getty_Museum
US-CMalP	Pepperdine_University
US-CNoS	California_State_University,_Northridge
US-CoAlC	Adams_State_College
US-CoBA	National_Center_for_Atmospheric_Research
US-CoCCC	Colorado_College
US-CoDA	Denver_Art_Museum
US-CoDuF	Fort_Lewis_College
US-CoFS	Colorado_State_University
US-CoFsFBN	Florissant_Fossil_Beds_National_Monument
US-CoG	Colorado_School_of_Mines
US-CoGrU	University_of_Northern_Colorado
US-COMC	Mills_College
US-CoU-CS	University_of_Colorado_at_Colorado_Springs
US-CoU	University_of_Colorado
US-CPaE	Electric_Power_Research_Institute
US-CPFT	Fuller_Theological_Seminary
US-CPJP	Jet_Propulsion_Laboratory
US-CPT	California_Institute_of_Technology
US-CRedlU	University_of_Redlands
US-CSdMA	San_Diego_Museum_of_Art
US-CSdS	San_Diego_State_University
US-CSdU	University_of_San_Diego
US-CSdZ	San_Diego_Zoo
US-CSfA	California_Academy_of_Sciences
US-CSfBe	Bechtel_Corporation
US-CSfDeY	M._H._de_Young_Memorial_Museum
US-CSfFAM	Fine_Arts_Museums_of_San_Francisco
US-CSfGG	Golden_Gate_University
US-CSfMMA	San_Francisco_Museum_of_Modern_Art
US-CSfMM	San_Francisco_Maritime_National_Historical_Park
US-CSfMus	San_Francisco_Museum_of_Art
US-CSfPG	Pacific_Gas_and_Electric_Company
US-CSfSC	Sierra_Club
US-CSfSt	San_Francisco_State_University
US-CSfU	University_of_San_Francisco
US-CSfWF	Wells_Fargo_Bank
US-CSjU	San_Jose_State_University
US-CSluSP	California_Polytechnic_State_University
US-CSmarS	California_State_University,_San_Marcos
US-CSpSR	Stanford_Research_Institute
US-CSS	California_State_University,_Sacramento
US-CStclI	Intel_Corporation
US-CStoC	University_of_the_Pacific
US-CSt	Stanford_University
US-CTarA	American_Astronomical_Society
US-CtBeJS	Johnson_School
US-CtEhUA	United_Aircraft_Corporation
US-CtFaU	Fairfield_University
US-CtFP	Miss_Porter's_School
US-CtHamQ	Quinnipiac_College
US-CtHWa	Wadsworth_Atheneum
US-CtNhU	University_of_New_Haven
US-CTorrGA	Garrett_AiResearch
US-CtU	University_of_Connecticut
US-CtWeharU	University_of_Hartford
US-CtWepSC	Save_The_Children
US-CtW	Wesleyan_University
US-CValA	California_Institute_of_the_Arts
US-CVM	California_Maritime_Academy
US-DAAAS	American_Association_for_the_Advancement_of_Science
US-DAARP	American_Association_of_Retired_Persons
US-DACS	American_Chemical_Society
US-DAIA	American_Institute_of_Architects
US-DAmPA	American_Psychiatric_Association
US-DAPI	American_Petroleum_Institute
US-DAU	American_University
US-DBI	Brookings_Institution
US-DBML	Baker_&amp;_McKenzie
US-DCI	Carnegie_Institution_of_Washington
US-DCU	Catholic_University_of_America
US-DcWaAPA	American_Psychological_Association
US-DcWaMPD	Metropolitan_Police_Department
US-DEI	Export-Import_Bank_of_the_United_States
US-DeU	University_of_Delaware
US-DeWiDAM	Delaware_Art_Museum
US-DeWint	Henry_Francis_DuPont_Winterthur_Museum
US-DFDI	Federal_Deposit_Insurance_Corporation
US-DFEM	Federal_Emergency_Management_Agency
US-DGC	Gallaudet_University
US-DGU	Georgetown_University
US-DGW	George_Washington_University
US-DHU	Howard_University
US-DIDB	Inter-American_Development_Bank
US-DIFP	International_Food_Policy_Research_Institute
US-DLC	Library_of_Congress
US-DLC	Moldenhauer_Archives
US-DNBM	National_Building_Museum
US-DNDAR	Daughters_of_the_American_Revolution
US-DNDU	National_Defense_University
US-DNEH	National_Endowment_for_the_Humanities
US-DNG	National_Geographic_Society
US-DNSF	National_Science_Foundation
US-DNT	National_Trust_for_Historic_Preservation
US-DNWM	National_Museum_of_Women_in_the_Arts
US-DOAS	Organization_of_American_States
US-DPHC	Phillips_Collection
US-DSI	Smithsonian_Institution
US-DSoC	Society_of_the_Cincinnati
US-DTC	International_Trade_Commission
US-EdC	EDCO
US-GaAaCC	Coca-Cola
US-GAHM	High_Museum_of_Art
US-GAMARTA	Metropolitan_Atlanta_Rapid_Transit_Authority
US-GAM	Morehouse_College
US-GASU	Georgia_State_University
US-GAT	Georgia_Institute_of_Technology
US-GEU	Emory_University
US-GGlF	Federal_Law_Enforcement_Training_Center
US-GSaTMA	Telfair_Museum_of_Art
US-GSFPN	Fort_Pulaski_National_Monument
US-HHB	Bernice_P._Bishop_Museum
US-HiPcUWO	University_of_Hawaii-West_Oahu
US-HU	University_of_Hawaii
US-IaAdeCoC	Dallas_County_Courthouse
US-IaAlnBCo	Butler_County_Courthouse
US-IaBoCoC	Boone_County_Courthouse
US-IaCbWWJ	Woodrow_Wilson_Junior_High_School
US-IaCfT	University_of_Northern_Iowa
US-IaCheCoC	Cherokee_County_Courthouse
US-IaCoryWC	Wayne_County_Courthouse
US-IaCreHC	Howard_County_Courthouse
US-IaDaCoC	Scott_County_Courthouse
US-IaDmOF	Odd_Fellows_Temple
US-IaDooP	Press
US-IaDvF	Forum
US-IaEE	Eagle
US-IaEsxFN	First_National_Bank
US-IaHampFC	Franklin_County_Courthouse
US-IaIndpBC	Buchanan_County_Courthouse
US-IaJGCoC	Greene_County_Courthouse
US-IaMediN	New_Era
US-IaNewtJC	Jasper_County_Courthouse
US-IaNowdWC	Worth_County_Courthouse
US-IaOsaCoC	Mitchell_County_Courthouse
US-IaOscCoC	Clarke_County_Courthouse
US-IaPerC	Chief
US-IArg	Argonne_National_Laboratory
US-IaRrLCoC	Lyon_County_Courthouse
US-IaSibCoC	Osceola_County_Courthouse
US-IaSidCoC	Fremont_County_Courthouse
US-IaTipCoC	Cedar_County_Courthouse
US-IaU	University_of_Iowa
US-IaWapCoC	Louisa_County_Courthouse
US-IaWuCoC	Fayette_County_Courthouse
US-ICA	Art_Institute_of_Chicago
US-ICAC	American_College_of_Surgeons
US-ICALA	American_Library_Association
US-ICAM	American_Medical_Association
US-ICarbS	Southern_Illinois_University
US-ICBCG	Boston_Consulting_Group
US-ICF	Field_Museum_of_Natural_History
US-ICharE	Eastern_Illinois_University
US-ICI	Illinois_Institute_of_Technology
US-ICMen	Chicago_Mercantile_Exchange
US-ICNE	Northeastern_Illinois_University
US-ICN	Newberry_Library
US-ICRM	Rush_Medical_College
US-ICSears	Sears,_Roebuck_and_Company
US-ICSU	Chicago_State_University
US-ICTA	Chicago_Transit_Authority
US-ICU	University_of_Chicago
US-IdBB	Boise_State_University
US-IdBoSOUT	South_Junior_High_School
US-IDekN	Northern_Illinois_University
US-IdLN	Lewis-Clark_State_College
US-IdPI	Idaho_State_University
US-IdU	University_of_Idaho
US-IEN	Northwestern_University
US-IGK	Knox_College
US-IHigp	Highland_Park_Public_Library
US-IlChMBC	Museum_of_Broadcast_Communications
US-IlDesTC	The_Center
US-ILinH	Hewitt_Associates
US-IlSfU	University_of_Illinois_at_Springfield
US-IMacoW	Western_Illinois_University
US-INcA	Abbott_Laboratories
US-InES	University_of_Southern_Indiana
US-InEWS	West_Side_Story
US-InGo	Goshen_College
US-InIB	Butler_University
US-InIPS	Indianapolis_Public_Schools
US-InLcLM	Lincoln_Boyhood_National_Memorial
US-InLP	Purdue_University
US-InMuB	Ball_State_University
US-InNd	University_of_Notre_Dame
US-INS	Illinois_State_University
US-InTI	Indiana_State_University
US-InU	Indiana_University
US-InValU	Valparaiso_University
US-IPB	Bradley_University
US-IPfsG	Governors_State_University
US-ISS	Sangamon_State_University
US-IU	University_of_Illinois
US-KEmU	Emporia_State_University
US-KMK	Kansas_State_University
US-KPT	Pittsburg_State_University
US-KU	University_of_Kansas
US-KWiU	Wichita_State_University
US-KWSJ	Saint_John's_College
US-KyBgW	Western_Kentucky_University
US-KyFSC	Kentucky_State_University
US-KyHhN	Northern_Kentucky_University
US-KyLoU	University_of_Louisville
US-KyMoreU	Morehead_State_University
US-KyMurT	Murray_State_University
US-KyOwK	Kentucky_Wesleyan_College
US-KyRE	Eastern_Kentucky_University
US-KyU	University_of_Kentucky
US-KyWAT	Asbury_Theological_Seminary
US-LAnP	Louisiana_State_Penitentiary
US-LHS	Southeastern_Louisiana_University
US-LLafS	University_of_Southwestern_Louisiana
US-LLcM	McNeese_State_University
US-LNT	Tulane_University
US-LNX	Xavier_University
US-LU	Louisiana_State_University
US-MA	Amherst_College
US-MaCbCC	Christ_Church
US-MaCbMITP	MIT_Press
US-MaLitFBC	First_Baptist_Church
US-MaLyAI	Amnesty_International
US-MAnP	Phillips_Academy
US-MaWcACA	Worcester_Academy
US-MaWhOI	Woods_Hole_Oceanographic_Institution
US-MBACFM	American_Board_of_Commissioners_for_Foreign_Missions
US-MBAt	Boston_Athenaeum
US-MBBKC	Berklee_College_of_Music
US-MBCM	New_England_Conservatory_of_Music
US-MBdMi	Mitre_Corporation
US-MBE	Emerson_College
US-MBEmm	Emmanuel_College
US-MBNU	Northeastern_University
US-MBSuf	Suffolk_University
US-MBUF	United_Fruit_Company
US-MCM	Massachusetts_Institute_of_Technology
US-MCR	Radcliffe_College
US-MeBarhJ	Jackson_Laboratory
US-MeB	Bowdoin_College
US-MeLB	Bates_College
US-MeMacWCC	Washington_County_Courthouse
US-MeU	University_of_Maine
US-MH	Harvard_University
US-MiAaES	Emerson_School
US-MiBloA	Cranbrook_Academy_of_Art
US-MiDACI	American_Concrete_Institute
US-MiDA	Detroit_Institute_of_Arts
US-MiDbF	Ford_Motor_Company
US-MiDU	University_of_Detroit
US-MiDW	Wayne_State_University
US-MiEM	Michigan_State_University
US-MiGhCS	Central_School
US-MiHM	Michigan_Technological_University
US-MiKW	Western_Michigan_University
US-MiMarqN	Northern_Michigan_University
US-MiMtpT	Central_Michigan_University
US-MiRochOU	Oakland_University
US-MiSjoWC	Wilson_Center
US-MiU	University_of_Michigan
US-MiWbH	Holocaust_Memorial_Center
US-MiYEM	Eastern_Michigan_University
US-MLowU	University_of_Lowell
US-MMeT	Tufts_University
US-MnBemS	Bemidji_State_University
US-MnHi	Minnesota_Historical_Society
US-MnMIA	Minneapolis_Institute_of_Arts
US-MnM	Minneapolis_Public_Library
US-MnMMSC	MTS_Systems_Corporation
US-MnMW	Walker_Art_Center
US-MnNC	Carleton_College
US-MnRM	Mayo_Clinic
US-MnSH	Hamline_University
US-MnSM	Macalester_College
US-MNS	Smith_College
US-MnSSpU	Sperry_Univac
US-MnWinoSM	Saint_Mary's_University_of_Minnesota
US-MnWoLS	Lakeview_School
US-MoCgS	Southeast_Missouri_State_University
US-ModLA	Modern_Language_Association
US-MoJcL	Lincoln_University
US-MoKA	American_Nurses_Association
US-MoSB	Missouri_Botanical_Garden
US-MoSDM	National_Geospatial-Intelligence_Agency
US-MoSJNE	Jefferson_National_Expansion_Memorial
US-MoSU	Saint_Louis_University
US-MoSW	Washington_University
US-MoU	University_of_Missouri
US-MQA	Adams_National_Historical_Park
US-MsHaU	University_of_Southern_Mississippi
US-MShM	Mount_Holyoke_College
US-MsSM	Mississippi_State_University
US-MsU	University_of_Mississippi
US-MtDeGKR	Grant-Kohrs_Ranch_National_Historic_Site
US-MtHC	Carroll_College
US-MtHsHS	Hot_Springs_High_School
US-MU	University_of_Massachusetts
US-MWalB	Brandeis_University
US-MWC	Clark_University
US-MWelC	Wellesley_College
US-MWhB	Marine_Biological_Laboratory
US-MWiCA	Sterling_and_Francine_Clark_Art_Institute
US-MWiW	Williams_College
US-MWM	Worcester_Art_Museum
US-NAlA	Albany_Medical_College
US-NAlD	Dudley_Observatory
US-NBC	Brooklyn_College
US-NBetG	Grumman_Aerospace_Corporation
US-NBLiU	Long_Island_University
US-NBmK	King's_College
US-NbOJ	Joslyn_Art_Museum
US-NbOU	University_of_Nebraska_at_Omaha
US-NBP	Pratt_Institute
US-NBronSL	Sarah_Lawrence_College
US-NBuCC	Canisius_College
US-NbU	University_of_Nebraska-Lincoln
US-NBuU	State_University_of_New_York_at_Buffalo
US-NcAh	Ahoskie_Public_Library
US-NcBoA	Appalachian_State_University
US-NcConEBC	Emmanuel_Baptist_Church
US-NcCU	University_of_North_Carolina_at_Charlotte
US-NcCuW	Western_Carolina_University
US-NcD	Duke_University
US-NcDurC	North_Carolina_Central_University
US-NcFayS	Fayetteville_State_University
US-NcGA	North_Carolina_Agricultural_and_Technical_State_University
US-NcGrE	East_Carolina_University
US-NcGU	University_of_North_Carolina_at_Greensboro
US-NcJacL	Northampton_County_Memorial_Library
US-NcLilSA	Star_Academy
US-NCorniC	Corning_Glass_Works
US-NCorniM	Corning_Museum_of_Glass
US-NcU	University_of_North_Carolina
US-NcWind	Lawrence_Memorial_Public_Library
US-NcWsW	Wake_Forest_University
US-NcWU	University_of_North_Carolina_at_Wilmington
US-NdFA	North_Dakota_State_University
US-NdU	University_of_North_Dakota
US-NGlcP	Pall_Corporation
US-NHC	Colgate_University
US-NhD	Dartmouth_College
US-NHemFE	Franklin_School
US-NHemH	Hofstra_University
US-NhExP	Phillips_Exeter_Academy
US-NHigm	Rushmore_Memorial_Library
US-NhU	University_of_New_Hampshire
US-NIC	Cornell_University
US-NjAvH	Herald
US-NjEoA	Advocate
US-NjFhUGA	United_States_Golf_Association
US-NjHoGF	General_Foods_Corporation
US-NjHoS	Stevens_Institute_of_Technology
US-NjMayO	Our_Town
US-NjMhPM	Burlington_County_Prison_Museum
US-NjMiC	Courier
US-NjMuB	Bell_Telephone_Laboratories
US-NjNbRU	Rutgers_University
US-NjPatNe	News
US-NjPauR	Record
US-NjPE	Educational_Testing_Service
US-NjPeqB	Beacon
US-NjPI	Institute_for_Advanced_Study
US-NjPlaV	Voice
US-NjP	Princeton_University
US-NjScpT	Times
US-NjSooS	Seton_Hall_University
US-NjTM	Monitor
US-NjTrR	Reporter
US-NjUcRVS	Roosevelt_School
US-NjUcS	Shield
US-NmLaS	Los_Alamos_Scientific_Laboratory
US-NmLcU	New_Mexico_State_University
US-NNAB	American_Bible_Society
US-NNACS	American_Cancer_Society
US-NNAIA	American_Institute_of_Certified_Public_Accountants
US-NNAIP	American_Institute_of_Physics
US-NNAJ	American_Jewish_Committee
US-NNAKC	American_Kennel_Club
US-NNAL	American_Academy_of_Arts_and_Letters
US-NNAnF	Anthology_Film_Archives
US-NNAuS	National_Audubon_Society
US-NNBG	New_York_Botanical_Garden
US-NNCB	College_Board
US-NNC	Columbia_University
US-NNCE	Carnegie_Endowment_for_International_Peace
US-NNCFR	Council_on_Foreign_Relations
US-NNCoo	Cooper_Union_for_the_Advancement_of_Science_and_Art
US-NNFF	Ford_Foundation
US-NNF	Fordham_University
US-NNGu	Solomon_R._Guggenheim_Museum
US-NNHHL	Lehman_College
US-NNhSM	Special_Metals_Corporation
US-NNJJ	John_Jay_College_of_Criminal_Justice
US-NNJu	Juilliard_School_of_Music
US-NNLBI	Leo_Baeck_Institute
US-NNMM	Metropolitan_Museum_of_Art
US-NNMNH	American_Museum_of_Natural_History
US-NNMoMA	Museum_of_Modern_Art
US-NNMSK	Memorial_Sloan-Kettering_Cancer_Center
US-NNMSM	Manhattan_School_of_Music
US-NNMus	Museum_of_the_City_of_New_York
US-NN	New_York_Public_Library
US-NNNMCA	New_Museum_of_Contemporary_Art
US-NNNS	New_School_for_Social_Research
US-NNPA	Port_Authority_of_New_York_and_New_Jersey
US-NNParS	Parsons_School_of_Design
US-NNPM	Pierpont_Morgan_Library
US-NNRocF	Rockefeller_Foundation
US-NNRU	Rockefeller_University
US-NNSaB	Salomon_Brothers
US-NNSAE	Society_of_Automotive_Engineers
US-NNSJD	Cathedral_of_Saint_John_the_Divine
US-NNSPo	Standard_and_Poor's_Corporation
US-NNSSS	South_Street_Seaport_Museum
US-NNSVA	School_of_Visual_Arts
US-NNT	New_York_Times
US-NNU	New_York_University
US-NNWhit	Whitney_Museum_of_American_Art
US-NNYU	Yeshiva_University
US-NOdCMH	Oneida_Community_Mansion_House
US-NPhMML	Morton_Memorial_Library
US-NPV	Vassar_College
US-NRE	Eastman_Kodak_Company
US-NRGE	George_Eastman_House
US-NRRI	Rochester_Institute_of_Technology
US-NRU	University_of_Rochester
US-NSbSU	State_University_of_New_York_at_Stony_Brook
US-NSch	Schenectady_County_Public_Library
US-NSyU	Syracuse_University
US-NTR	Rensselaer_Polytechnic_Institute
US-NyNyAFA	American_Folk_Art_Museum
US-NyNyDN	Democracy_Now
US-NyNyFHNM	Federal_Hall_National_Memorial
US-NyNyGGN	General_Grant_National_Memorial
US-NyNyJM	Jewish_Museum
US-NyNyTOC	Touro_College
US-OkNoESL	English_as_a_Second_Language
US-OkS	Oklahoma_State_University
US-OkTU	University_of_Tulsa
US-OkU	University_of_Oklahoma
US-OrCS	Oregon_State_University
US-OrGrZH	Zimmerman_House
US-OrHi	Oregon_Historical_Society
US-OrPHS	Oregon_Health_&amp;_Science_University
US-OrPR	Reed_College
US-OrPS	Portland_State_University
US-OrPT	Temple_Beth_Israel
US-OrPU	University_of_Portland
US-OrSaW	Willamette_University
US-RiNpITH	International_Tennis_Hall_of_Fame
US-RNN	Naval_War_College
US-RPAM	American_Mathematical_Society
US-RPB	Brown_University
US-RPD	Rhode_Island_School_of_Design
US-RPPC	Providence_College
US-RPRC	Rhode_Island_College
US-RUn	University_of_Rhode_Island
US-ScCCit	Citadel
US-ScCleU	Clemson_University
US-ScGF	Furman_University
US-ScGrWPC	Westminster_Presbyterian_Church
US-ScHaC	Coker_College
US-Sc	South_Carolina
US-ScU	University_of_South_Carolina
US-SdB	South_Dakota_State_University
US-SdU	University_of_South_Dakota
US-TClA	Austin_Peay_State_University
US-TCooP	Tennessee_Technological_University
US-TCU	University_of_Tennessee_at_Chattanooga
US-TJoS	East_Tennessee_State_University
US-TKTVA	Tennessee_Valley_Authority
US-TMaU	University_of_Tennessee_at_Martin
US-TNF	Fisk_University
US-TNTU	University_of_Tennessee
US-TSU	Tennessee_State_University
US-TxArU	University_of_Texas_at_Arlington
US-TxCcIWA	Incarnate_Word_Academy
US-TxCM	Texas_A_and_M_University
US-TxDaCR	Collins_Radio_Company
US-TxDaM	Southern_Methodist_University
US-TxDN	University_of_North_Texas
US-TxDpSC	Shell_Chemical_Company
US-TxEU	University_of_Texas_at_El_Paso
US-TxFK	Kimbell_Art_Museum
US-TxFTC	Texas_Christian_University
US-TxHHC	Houston_Chronicle
US-TxHHT	Hughes_Tool_Company
US-TxHoHM	Holocaust_Museum_Houston
US-TxHoISD	Houston_Independent_School_District
US-TxHoS	Houston_Symphony
US-TxHR	Rice_University
US-TxHTSU	Texas_Southern_University
US-TxHUC	Union_Carbide_Company
US-TxHuT	Sam_Houston_State_University
US-TxHU	University_of_Houston
US-TxLT	Texas_Tech_University
US-TxNaSFA	Stephen_F._Austin_State_University
US-TxSalA	Angelo_State_University
US-TxSaSM	Saint_Mary's_University
US-TxSaSR	Southwest_Research_Institute
US-TxSaU	University_of_Texas_at_San_Antonio
US-TxSmS [obsolete; do not use]	Southwest_Texas_State_University
US-TxSmTSU	Texas_State_University-San_Marcos
US-TxTA	American_Oil_Company
US-TxTyU	University_of_Texas_at_Tyler
US-TxU-Da	University_of_Texas_at_Dallas
